Brand,Year,Mileage,Transmission,Horsepower,Condition,Color,Price
Fiat Tipo,2021,52284,Manual,290,Minor Scratches,Black,17230
BMW 3 Series,2015,102520,Automatic,150,Clean Title,Red,35967
Toyota Corolla,2017,92808,Manual,220,Clean Title,Gray,15911
Toyota Corolla,2018,83195,Automatic,143,Repaired,Red,16195
BMW 3 Series,2023,20338,Manual,285,Minor Scratches,White,62314
Volkswagen Golf,2019,67920,Manual,133,Salvage,Blue,11888
Toyota Corolla,2016,83421,Automatic,299,Minor Scratches,Blue,15714
Ford Focus,2023,27844,Manual,133,Salvage,Blue,14493
Ford Focus,2015,118840,Manual,258,Clean Title,Red,9490
Volkswagen Golf,2022,26796,Manual,208,Repaired,Blue,26116
Honda Civic,2020,59300,Automatic,144,Repaired,Red,23101
Tesla Model 3,2015,88370,Manual,279,Clean Title,Black,31050
Honda Civic,2018,74242,Manual,277,Clean Title,Red,20810
Fiat Tipo,2018,57302,Manual,171,Salvage,Black,8328
Ford Focus,2017,68048,Automatic,298,Repaired,Red,15257
Toyota Corolla,2016,72225,Automatic,271,Salvage,Gray,8784
Ford Focus,2020,57890,Automatic,196,Clean Title,Black,23734
Volkswagen Golf,2022,33546,Manual,188,Repaired,Red,27754
Volkswagen Golf,2015,90230,Manual,258,Salvage,Black,7790
Tesla Model 3,2018,104272,Automatic,175,Clean Title,Black,37119
Honda Civic,2015,129060,Manual,107,Clean Title,Blue,11490
Tesla Model 3,2024,9077,Manual,242,Minor Scratches,Gray,54337
BMW 3 Series,2022,41412,Manual,238,Clean Title,Black,58861
Tesla Model 3,2024,11154,Manual,219,Minor Scratches,Gray,55693
Tesla Model 3,2021,38200,Automatic,103,Minor Scratches,Black,49194
BMW 3 Series,2023,22946,Automatic,290,Repaired,White,52884
Tesla Model 3,2015,144610,Manual,269,Clean Title,Black,26523
Ford Focus,2018,94388,Automatic,212,Clean Title,Gray,16418
Volkswagen Golf,2022,36936,Manual,253,Clean Title,Red,34362
Ford Focus,2019,61428,Automatic,248,Salvage,Black,11395
Tesla Model 3,2019,49392,Automatic,180,Minor Scratches,Blue,42629
Volkswagen Golf,2022,31920,Manual,298,Salvage,Gray,16088
Toyota Corolla,2015,116990,Automatic,196,Clean Title,White,11805
BMW 3 Series,2020,42760,Manual,162,Repaired,Black,46102
Toyota Corolla,2019,53268,Manual,145,Salvage,Blue,11190
BMW 3 Series,2023,26964,Automatic,289,Repaired,Gray,56876
Honda Civic,2017,66568,Manual,268,Salvage,Black,10728
Volkswagen Golf,2016,132192,Automatic,238,Salvage,White,7329
Volkswagen Golf,2023,18614,Automatic,258,Clean Title,Black,36837
Honda Civic,2018,79940,Automatic,213,Minor Scratches,White,20578
Volkswagen Golf,2021,42888,Automatic,243,Salvage,White,15728
Ford Focus,2015,93530,Manual,230,Salvage,White,5956
Fiat Tipo,2018,72457,Manual,198,Salvage,Red,7171
Tesla Model 3,2021,57764,Automatic,212,Clean Title,White,52084
Fiat Tipo,2024,9277,Automatic,115,Repaired,Gray,23343
Fiat Tipo,2016,124830,Manual,179,Minor Scratches,Blue,6309
BMW 3 Series,2022,37758,Automatic,166,Repaired,Gray,52883
Volkswagen Golf,2015,93850,Automatic,215,Clean Title,Gray,16418
Toyota Corolla,2017,112744,Automatic,252,Minor Scratches,White,14156
Tesla Model 3,2023,26218,Manual,261,Minor Scratches,Gray,52255
Volkswagen Golf,2024,8708,Manual,194,Repaired,Red,30055
Tesla Model 3,2018,74697,Automatic,278,Repaired,White,33090
Ford Focus,2018,97377,Automatic,196,Minor Scratches,Black,14641
Ford Focus,2024,8413,Manual,228,Repaired,Blue,27171
Volkswagen Golf,2017,105128,Automatic,290,Salvage,White,9409
Toyota Corolla,2020,49590,Automatic,197,Minor Scratches,Blue,24578
Honda Civic,2019,88278,Manual,227,Salvage,Gray,10302
BMW 3 Series,2020,55120,Manual,123,Clean Title,Black,54481
Ford Focus,2021,44212,Automatic,298,Minor Scratches,Black,22922
Toyota Corolla,2021,35512,Manual,130,Clean Title,White,26448
Toyota Corolla,2021,44612,Manual,115,Salvage,Blue,12951
Toyota Corolla,2024,11049,Manual,259,Repaired,Red,28843
Volkswagen Golf,2020,50250,Manual,300,Minor Scratches,White,24819
Ford Focus,2018,104202,Automatic,216,Clean Title,Red,16268
Fiat Tipo,2022,41766,Manual,235,Repaired,Black,16891
Fiat Tipo,2015,115370,Automatic,211,Salvage,Blue,4053
BMW 3 Series,2023,21718,Manual,205,Repaired,Black,52741
Volkswagen Golf,2024,11490,Automatic,184,Repaired,Gray,31622
Tesla Model 3,2023,18884,Automatic,201,Repaired,Blue,49499
Honda Civic,2024,12992,Manual,146,Minor Scratches,Red,32378
Ford Focus,2018,98567,Automatic,206,Salvage,Blue,8493
BMW 3 Series,2018,76363,Manual,231,Clean Title,Blue,44623
Fiat Tipo,2024,8607,Automatic,136,Repaired,Red,24604
Fiat Tipo,2016,86607,Automatic,174,Clean Title,Gray,11560
Volkswagen Golf,2019,83940,Automatic,296,Salvage,Gray,12667
Ford Focus,2020,73280,Manual,115,Repaired,Gray,16103
BMW 3 Series,2023,21964,Automatic,196,Salvage,Black,35262
Tesla Model 3,2017,90768,Automatic,264,Minor Scratches,Blue,35292
BMW 3 Series,2019,89334,Automatic,236,Minor Scratches,Red,42974
Fiat Tipo,2022,37488,Automatic,300,Repaired,Black,20118
BMW 3 Series,2021,33476,Automatic,273,Repaired,Gray,46781
Fiat Tipo,2015,101620,Manual,288,Salvage,Red,3859
Fiat Tipo,2017,109832,Manual,127,Salvage,White,4752
BMW 3 Series,2015,112960,Manual,229,Minor Scratches,Red,29415
Tesla Model 3,2021,44900,Manual,232,Minor Scratches,Red,44299
Toyota Corolla,2023,24214,Automatic,107,Salvage,Black,16214
Ford Focus,2022,35097,Manual,283,Salvage,Red,13204
Volkswagen Golf,2017,77592,Automatic,208,Minor Scratches,White,20815
BMW 3 Series,2017,82168,Manual,218,Repaired,Red,32574
Fiat Tipo,2015,144990,Manual,139,Repaired,Blue,2930
Tesla Model 3,2024,10056,Automatic,266,Salvage,Gray,32991
Volkswagen Golf,2020,40385,Automatic,167,Minor Scratches,White,28908
Volkswagen Golf,2019,48000,Automatic,157,Salvage,Blue,13673
Toyota Corolla,2024,11039,Manual,108,Repaired,Black,28338
Fiat Tipo,2019,51570,Manual,256,Salvage,White,9146
Toyota Corolla,2019,82302,Automatic,131,Minor Scratches,Blue,18553
Toyota Corolla,2018,62881,Automatic,269,Clean Title,Blue,22657
Volkswagen Golf,2017,66016,Manual,258,Clean Title,Black,21460
Ford Focus,2019,54198,Manual,292,Salvage,Blue,10792
BMW 3 Series,2016,131634,Manual,129,Minor Scratches,Blue,32271
Tesla Model 3,2020,53995,Manual,161,Clean Title,Red,47750
Fiat Tipo,2021,47636,Automatic,238,Salvage,Black,11372
Honda Civic,2016,123363,Manual,263,Repaired,Red,10470
Honda Civic,2022,36570,Automatic,291,Clean Title,Red,31684
Tesla Model 3,2024,11858,Automatic,215,Salvage,Blue,31912
Tesla Model 3,2021,35228,Manual,263,Salvage,Blue,25995
Toyota Corolla,2018,68572,Automatic,243,Repaired,Red,16525
Honda Civic,2016,98829,Manual,176,Minor Scratches,Red,14368
Ford Focus,2020,69040,Automatic,173,Minor Scratches,White,20962
Honda Civic,2019,63690,Manual,268,Salvage,Red,12384
Ford Focus,2015,91450,Manual,266,Minor Scratches,Black,10498
Toyota Corolla,2017,118008,Automatic,109,Clean Title,White,14610
Toyota Corolla,2022,29937,Automatic,120,Minor Scratches,Blue,27889
BMW 3 Series,2024,8932,Manual,228,Salvage,Gray,35557
Ford Focus,2017,73848,Manual,245,Minor Scratches,Gray,14342
Toyota Corolla,2017,64072,Automatic,108,Repaired,White,16493
Ford Focus,2023,28064,Automatic,135,Salvage,Blue,16171
Ford Focus,2016,97272,Automatic,163,Clean Title,Gray,13549
BMW 3 Series,2023,23078,Manual,122,Repaired,White,53373
Fiat Tipo,2018,104531,Automatic,221,Minor Scratches,Blue,10963
Toyota Corolla,2019,69402,Manual,257,Clean Title,Black,20081
BMW 3 Series,2015,112400,Manual,196,Clean Title,Blue,32389
Honda Civic,2018,104132,Automatic,218,Clean Title,Blue,18996
BMW 3 Series,2021,54732,Manual,210,Repaired,Gray,43948
Toyota Corolla,2024,10277,Manual,267,Salvage,Black,17548
Volkswagen Golf,2022,25125,Manual,229,Clean Title,Red,35216
Toyota Corolla,2019,79740,Manual,132,Clean Title,Black,20954
BMW 3 Series,2018,75467,Manual,213,Clean Title,Red,46503
Toyota Corolla,2016,101214,Automatic,224,Salvage,Gray,7809
Honda Civic,2016,130536,Manual,212,Repaired,Gray,9851
Tesla Model 3,2017,109096,Manual,177,Salvage,Blue,17771
Toyota Corolla,2020,41860,Automatic,220,Minor Scratches,Black,24431
Volkswagen Golf,2024,9166,Automatic,300,Clean Title,Black,39217
BMW 3 Series,2020,50400,Automatic,155,Clean Title,Gray,57716
Ford Focus,2021,52608,Manual,117,Clean Title,Gray,25146
BMW 3 Series,2015,139740,Automatic,137,Salvage,Red,16874
BMW 3 Series,2024,11356,Automatic,180,Clean Title,White,69860
Fiat Tipo,2019,68202,Automatic,239,Minor Scratches,Gray,15755
Volkswagen Golf,2016,84879,Manual,116,Minor Scratches,Black,16736
Ford Focus,2021,59888,Automatic,271,Minor Scratches,White,21907
Tesla Model 3,2018,79443,Automatic,125,Minor Scratches,Red,36098
Tesla Model 3,2023,18352,Automatic,266,Minor Scratches,Red,54728
BMW 3 Series,2018,88102,Manual,286,Clean Title,Red,46120
Ford Focus,2015,107550,Automatic,183,Clean Title,Gray,12139
Toyota Corolla,2017,92296,Manual,208,Salvage,Black,7879
Tesla Model 3,2022,24771,Manual,266,Repaired,Red,43539
Ford Focus,2019,78114,Automatic,125,Salvage,Blue,9894
BMW 3 Series,2023,23364,Automatic,224,Repaired,Black,52144
Toyota Corolla,2017,103088,Manual,242,Clean Title,White,14565
Fiat Tipo,2017,85792,Automatic,166,Salvage,Blue,6398
Fiat Tipo,2017,66504,Automatic,266,Minor Scratches,Gray,13831
Volkswagen Golf,2023,27162,Automatic,102,Minor Scratches,Black,34108
Tesla Model 3,2016,100575,Manual,202,Clean Title,Gray,32688
Ford Focus,2018,68607,Automatic,225,Salvage,Black,10325
Toyota Corolla,2020,63505,Automatic,198,Salvage,Gray,12904
BMW 3 Series,2021,38020,Automatic,146,Clean Title,Black,62639
Tesla Model 3,2024,11582,Manual,271,Salvage,Blue,31230
Volkswagen Golf,2016,133371,Automatic,196,Minor Scratches,Red,12915
Honda Civic,2016,75105,Automatic,224,Repaired,Black,15799
Ford Focus,2015,81130,Automatic,208,Repaired,Blue,11744
BMW 3 Series,2017,114856,Manual,170,Minor Scratches,Blue,34346
Honda Civic,2023,29358,Manual,154,Repaired,Gray,27419
Tesla Model 3,2023,27336,Manual,285,Repaired,White,46445
BMW 3 Series,2022,32328,Manual,252,Clean Title,Gray,62421
Volkswagen Golf,2016,86661,Manual,218,Salvage,Black,9394
Honda Civic,2015,112910,Manual,232,Repaired,Black,9718
Honda Civic,2021,53212,Manual,207,Minor Scratches,Red,24669
Fiat Tipo,2024,11933,Automatic,119,Salvage,Blue,14139
Ford Focus,2020,49270,Manual,193,Minor Scratches,White,20685
Ford Focus,2023,28140,Manual,299,Clean Title,Blue,29291
Toyota Corolla,2015,97330,Automatic,198,Repaired,Red,11472
Honda Civic,2019,87264,Manual,131,Salvage,White,10520
Toyota Corolla,2019,87348,Automatic,288,Repaired,White,16488
BMW 3 Series,2016,83556,Manual,114,Repaired,Gray,31373
Fiat Tipo,2017,91368,Manual,175,Clean Title,Blue,10784
Tesla Model 3,2019,87228,Manual,230,Repaired,Black,33806
Fiat Tipo,2015,91570,Manual,238,Repaired,Red,6916
Toyota Corolla,2016,84735,Manual,266,Minor Scratches,White,13085
Honda Civic,2015,122500,Manual,277,Repaired,Gray,9270
Toyota Corolla,2021,57260,Manual,166,Minor Scratches,Black,22161
Honda Civic,2019,64920,Manual,177,Clean Title,Blue,24482
Fiat Tipo,2017,96088,Manual,130,Clean Title,Blue,10923
BMW 3 Series,2021,40516,Automatic,163,Clean Title,Gray,61978
BMW 3 Series,2017,83304,Automatic,244,Minor Scratches,Gray,39347
Ford Focus,2022,44196,Automatic,172,Minor Scratches,Red,24950
Volkswagen Golf,2020,53870,Automatic,257,Minor Scratches,Red,26069
Volkswagen Golf,2019,62868,Automatic,265,Clean Title,Gray,26536
Ford Focus,2024,12067,Manual,117,Minor Scratches,Blue,30529
Honda Civic,2023,27906,Manual,136,Clean Title,Blue,33528
Volkswagen Golf,2018,76132,Manual,186,Repaired,Blue,18612
BMW 3 Series,2020,48515,Automatic,279,Repaired,White,46133
BMW 3 Series,2018,77238,Manual,200,Repaired,Blue,35876
Tesla Model 3,2023,22574,Automatic,141,Minor Scratches,Blue,52804
BMW 3 Series,2018,88886,Manual,149,Minor Scratches,Blue,42193
Toyota Corolla,2024,9721,Manual,247,Salvage,Blue,17586
Toyota Corolla,2024,10954,Automatic,178,Minor Scratches,Red,32675
Tesla Model 3,2019,64926,Manual,230,Salvage,Red,22460
Toyota Corolla,2021,52040,Manual,134,Minor Scratches,Gray,22425
Fiat Tipo,2015,104590,Manual,166,Salvage,White,3603
Fiat Tipo,2024,9450,Manual,218,Clean Title,Blue,28419
Honda Civic,2016,106425,Automatic,239,Salvage,Gray,8152
Tesla Model 3,2016,121509,Automatic,199,Repaired,Gray,25538
Tesla Model 3,2018,96166,Manual,223,Clean Title,White,38228
Toyota Corolla,2024,11177,Automatic,201,Repaired,White,27327
Fiat Tipo,2019,81210,Manual,175,Minor Scratches,Gray,13382
Volkswagen Golf,2020,74825,Manual,231,Minor Scratches,Gray,23080
Fiat Tipo,2017,112752,Manual,120,Clean Title,Gray,9230
Volkswagen Golf,2018,104034,Manual,273,Salvage,Gray,10293
Honda Civic,2023,25560,Automatic,168,Clean Title,Black,36576
Honda Civic,2023,21300,Manual,220,Minor Scratches,White,30165
Fiat Tipo,2022,32907,Manual,140,Repaired,Gray,19098
Volkswagen Golf,2024,12917,Manual,198,Salvage,Red,18832
BMW 3 Series,2019,76290,Automatic,113,Repaired,Red,39137
Toyota Corolla,2024,9724,Manual,273,Minor Scratches,Blue,31388
Fiat Tipo,2021,41008,Automatic,165,Clean Title,Blue,22190
Fiat Tipo,2018,62685,Manual,163,Repaired,White,11766
Tesla Model 3,2024,9638,Automatic,283,Minor Scratches,White,57646
Fiat Tipo,2021,49196,Automatic,211,Repaired,Blue,17686
Volkswagen Golf,2020,72980,Automatic,237,Minor Scratches,Blue,24670
Tesla Model 3,2023,25366,Automatic,271,Salvage,Gray,29967
Toyota Corolla,2023,18016,Manual,232,Salvage,Red,16122
Tesla Model 3,2018,88704,Manual,287,Minor Scratches,Red,35854
Ford Focus,2021,35068,Manual,182,Repaired,Black,21616
BMW 3 Series,2024,8518,Manual,201,Minor Scratches,Gray,66214
Toyota Corolla,2016,84384,Automatic,255,Minor Scratches,Gray,15543
Tesla Model 3,2015,136260,Manual,258,Repaired,White,20318
Volkswagen Golf,2017,117520,Manual,211,Minor Scratches,Gray,14502
Tesla Model 3,2024,9937,Manual,216,Minor Scratches,Red,56196
Volkswagen Golf,2024,14624,Automatic,246,Repaired,Red,32958
Ford Focus,2015,123370,Manual,207,Repaired,Red,6919
BMW 3 Series,2023,28748,Automatic,114,Minor Scratches,White,62090
Toyota Corolla,2023,26590,Automatic,210,Salvage,Gray,16061
Toyota Corolla,2020,56430,Manual,144,Salvage,Black,11853
Toyota Corolla,2020,69435,Automatic,246,Repaired,Gray,20004
Ford Focus,2023,29500,Manual,279,Minor Scratches,Gray,26454
Ford Focus,2022,39654,Automatic,204,Clean Title,Gray,28959
Fiat Tipo,2018,100919,Manual,218,Repaired,Gray,9311
Tesla Model 3,2021,57360,Automatic,184,Repaired,White,39185
Ford Focus,2019,68112,Manual,132,Clean Title,Red,19075
Fiat Tipo,2023,23070,Manual,291,Salvage,Gray,12207
Tesla Model 3,2015,87900,Manual,258,Repaired,Blue,25766
Fiat Tipo,2022,39237,Automatic,216,Clean Title,Black,24199
Honda Civic,2016,81081,Manual,188,Clean Title,Gray,17637
Honda Civic,2015,122200,Manual,143,Clean Title,Blue,11419
Tesla Model 3,2020,42585,Automatic,113,Repaired,Red,41475
Honda Civic,2021,38616,Automatic,157,Minor Scratches,Red,27605
Ford Focus,2019,82122,Automatic,210,Minor Scratches,Gray,17632
BMW 3 Series,2020,53395,Manual,292,Salvage,Red,26571
Fiat Tipo,2017,87944,Manual,230,Salvage,White,5768
Toyota Corolla,2022,33006,Automatic,288,Minor Scratches,Blue,26548
Honda Civic,2016,125901,Manual,188,Clean Title,Blue,12667
Tesla Model 3,2018,93576,Automatic,178,Salvage,Blue,19928
BMW 3 Series,2023,26966,Automatic,148,Salvage,Gray,34930
Honda Civic,2020,72065,Automatic,150,Clean Title,Blue,26359
Toyota Corolla,2015,146420,Manual,212,Minor Scratches,Blue,6658
Tesla Model 3,2018,78197,Automatic,213,Repaired,Red,33449
Fiat Tipo,2020,53745,Manual,230,Minor Scratches,Gray,16708
Volkswagen Golf,2022,36363,Automatic,133,Repaired,Black,27175
Volkswagen Golf,2018,92274,Manual,234,Minor Scratches,Gray,19409
Toyota Corolla,2023,20894,Manual,196,Repaired,White,26596
Honda Civic,2018,76692,Manual,117,Salvage,Red,10060
Volkswagen Golf,2015,145080,Automatic,100,Clean Title,Black,12388
Tesla Model 3,2015,123060,Automatic,282,Salvage,Gray,14125
BMW 3 Series,2023,25418,Manual,279,Clean Title,Gray,66489
Ford Focus,2024,8118,Manual,144,Repaired,Blue,25226
BMW 3 Series,2024,9167,Manual,272,Repaired,Black,55219
Toyota Corolla,2020,68610,Manual,293,Minor Scratches,Gray,20043
Toyota Corolla,2016,85869,Automatic,223,Repaired,Black,12701
Honda Civic,2020,66980,Automatic,187,Repaired,Gray,21383
BMW 3 Series,2015,87650,Automatic,229,Repaired,Gray,31484
Ford Focus,2024,10760,Manual,190,Repaired,Gray,26302
Honda Civic,2015,144500,Automatic,108,Clean Title,Black,10657
Toyota Corolla,2019,61932,Automatic,176,Repaired,White,18944
BMW 3 Series,2021,59860,Manual,135,Salvage,Red,28416
Tesla Model 3,2021,35084,Manual,136,Minor Scratches,Gray,44990
BMW 3 Series,2020,48225,Manual,216,Repaired,Gray,42149
Volkswagen Golf,2016,92754,Manual,262,Minor Scratches,Black,16162
BMW 3 Series,2017,88184,Automatic,198,Repaired,Gray,34725
BMW 3 Series,2018,71526,Manual,230,Clean Title,Blue,45184
Tesla Model 3,2018,78540,Manual,112,Salvage,Blue,19332
Tesla Model 3,2018,92169,Automatic,183,Repaired,Blue,31809
Tesla Model 3,2019,66522,Manual,234,Salvage,White,21986
BMW 3 Series,2021,45868,Manual,285,Clean Title,White,58516
Volkswagen Golf,2017,107688,Automatic,197,Minor Scratches,Blue,17830
Toyota Corolla,2016,86454,Automatic,162,Minor Scratches,Blue,14086
Volkswagen Golf,2024,8928,Automatic,238,Salvage,Red,20823
Volkswagen Golf,2019,66444,Automatic,220,Clean Title,White,26498
Tesla Model 3,2020,67425,Automatic,193,Salvage,White,24297
BMW 3 Series,2023,26922,Automatic,173,Repaired,Black,54859
Ford Focus,2024,12174,Manual,189,Minor Scratches,Red,29554
BMW 3 Series,2019,64500,Automatic,274,Repaired,Gray,40988
Ford Focus,2019,59376,Automatic,150,Clean Title,White,23053
Volkswagen Golf,2018,80325,Automatic,226,Minor Scratches,Red,20221
Honda Civic,2023,28112,Manual,179,Repaired,Black,27207
Toyota Corolla,2023,28602,Automatic,188,Clean Title,Black,33289
BMW 3 Series,2016,133875,Automatic,176,Salvage,Gray,17296
BMW 3 Series,2015,92370,Manual,180,Salvage,Gray,17067
Toyota Corolla,2015,140910,Manual,211,Salvage,Blue,4027
Ford Focus,2015,116400,Manual,181,Minor Scratches,Gray,8121
Toyota Corolla,2018,95781,Manual,130,Minor Scratches,Black,15515
BMW 3 Series,2019,57156,Manual,190,Clean Title,Gray,50816
Fiat Tipo,2020,59355,Automatic,149,Repaired,Black,15383
Toyota Corolla,2017,117904,Automatic,246,Clean Title,Red,14363
Toyota Corolla,2024,8380,Manual,246,Salvage,White,16949
BMW 3 Series,2015,90190,Automatic,213,Clean Title,Red,39172
Volkswagen Golf,2023,22598,Manual,270,Clean Title,White,34950
BMW 3 Series,2018,59983,Manual,209,Minor Scratches,White,44490
Ford Focus,2024,11043,Manual,119,Minor Scratches,Red,29020
Tesla Model 3,2022,39909,Automatic,137,Clean Title,Red,54733
BMW 3 Series,2017,112672,Manual,218,Clean Title,Gray,38967
Tesla Model 3,2016,76392,Automatic,168,Clean Title,Blue,35883
Honda Civic,2019,52884,Automatic,277,Repaired,White,22232
Tesla Model 3,2020,59370,Automatic,239,Salvage,Gray,24885
Tesla Model 3,2018,83531,Manual,106,Minor Scratches,Black,34050
Honda Civic,2022,27438,Automatic,237,Minor Scratches,Blue,30410
Toyota Corolla,2019,66354,Automatic,196,Minor Scratches,White,21354
Tesla Model 3,2023,20052,Automatic,119,Salvage,Gray,29473
Volkswagen Golf,2022,43611,Manual,166,Minor Scratches,Red,29887
Toyota Corolla,2024,8302,Manual,292,Salvage,Black,17560
Ford Focus,2016,103401,Manual,203,Minor Scratches,White,11357
Tesla Model 3,2024,13984,Manual,158,Salvage,Red,31278
Honda Civic,2021,51612,Manual,238,Salvage,Gray,14252
Volkswagen Golf,2016,124875,Automatic,130,Repaired,Gray,12721
BMW 3 Series,2019,71472,Automatic,236,Salvage,Black,25293
BMW 3 Series,2015,147620,Manual,227,Salvage,Gray,15160
Fiat Tipo,2024,12876,Manual,227,Repaired,Red,20996
Volkswagen Golf,2017,68568,Manual,169,Minor Scratches,Black,20101
Volkswagen Golf,2022,31737,Manual,177,Repaired,Red,26311
Tesla Model 3,2015,146480,Automatic,241,Minor Scratches,White,23885
Tesla Model 3,2023,21368,Manual,286,Repaired,Black,44929
Toyota Corolla,2021,41796,Manual,232,Repaired,White,20913
Fiat Tipo,2018,66150,Automatic,206,Salvage,Gray,8312
Ford Focus,2022,26859,Manual,111,Repaired,Red,22693
BMW 3 Series,2023,22600,Automatic,293,Clean Title,Blue,71602
Ford Focus,2017,67408,Automatic,163,Repaired,Red,14935
Fiat Tipo,2018,75964,Manual,256,Repaired,Gray,11579
BMW 3 Series,2021,47424,Automatic,191,Salvage,Black,29628
Fiat Tipo,2024,13034,Automatic,222,Salvage,White,14171
Honda Civic,2019,81858,Automatic,289,Clean Title,White,24038
Volkswagen Golf,2022,32838,Automatic,135,Repaired,White,27910
Honda Civic,2018,70637,Automatic,149,Salvage,Red,11562
Toyota Corolla,2022,40668,Automatic,279,Clean Title,Blue,30559
Fiat Tipo,2022,31044,Automatic,113,Salvage,Black,11858
Toyota Corolla,2018,61663,Automatic,229,Repaired,White,18010
Tesla Model 3,2021,52508,Manual,177,Repaired,Black,38790
Volkswagen Golf,2018,92638,Manual,104,Clean Title,Gray,20480
Fiat Tipo,2023,24372,Manual,238,Clean Title,Black,25899
Honda Civic,2019,89958,Manual,214,Repaired,Gray,17524
Volkswagen Golf,2017,98184,Manual,228,Repaired,Gray,14887
Fiat Tipo,2023,23278,Automatic,138,Salvage,White,13759
Toyota Corolla,2018,63483,Automatic,244,Salvage,Gray,10473
Fiat Tipo,2015,117990,Manual,157,Clean Title,Red,6473
Tesla Model 3,2016,89172,Automatic,252,Repaired,Blue,28949
Volkswagen Golf,2015,132680,Manual,234,Minor Scratches,Blue,10073
Toyota Corolla,2015,87300,Automatic,188,Salvage,Red,7724
Toyota Corolla,2024,10926,Automatic,247,Salvage,Blue,18212
BMW 3 Series,2024,12838,Manual,253,Salvage,Red,37101
Toyota Corolla,2016,128772,Automatic,235,Repaired,Red,9603
BMW 3 Series,2019,55314,Manual,159,Repaired,Gray,39385
Ford Focus,2019,67416,Automatic,257,Repaired,Black,16891
Ford Focus,2019,61164,Automatic,298,Minor Scratches,Gray,19511
Fiat Tipo,2018,77462,Manual,244,Clean Title,Gray,14427
Honda Civic,2015,133650,Automatic,242,Salvage,Gray,6285
Fiat Tipo,2015,143820,Manual,184,Clean Title,Blue,3530
Honda Civic,2015,119560,Manual,138,Minor Scratches,Gray,11378
Volkswagen Golf,2019,65334,Manual,119,Repaired,Red,20924
BMW 3 Series,2024,10702,Automatic,223,Minor Scratches,Blue,64025
BMW 3 Series,2022,38592,Manual,262,Repaired,Gray,50660
Toyota Corolla,2021,39104,Manual,159,Clean Title,Red,27825
Fiat Tipo,2022,36693,Automatic,121,Clean Title,Blue,25166
Toyota Corolla,2023,29032,Manual,202,Minor Scratches,White,29161
BMW 3 Series,2016,72513,Manual,193,Salvage,Red,19464
Honda Civic,2020,41020,Manual,267,Clean Title,Blue,26863
Honda Civic,2015,113810,Automatic,114,Clean Title,Blue,14414
Tesla Model 3,2017,94952,Automatic,220,Minor Scratches,Red,33586
BMW 3 Series,2023,21434,Automatic,143,Minor Scratches,Blue,59055
Volkswagen Golf,2016,109386,Manual,227,Clean Title,Red,15752
Honda Civic,2017,114368,Manual,209,Minor Scratches,White,13735
Toyota Corolla,2023,23178,Manual,182,Minor Scratches,Black,27775
Toyota Corolla,2022,34524,Manual,189,Minor Scratches,Blue,26178
Toyota Corolla,2021,43412,Automatic,223,Clean Title,Blue,27977
Ford Focus,2023,20304,Manual,242,Clean Title,Blue,29106
Honda Civic,2020,42015,Automatic,278,Minor Scratches,Blue,25961
Honda Civic,2015,97010,Manual,151,Salvage,Red,6820
Fiat Tipo,2018,102466,Automatic,105,Clean Title,Black,13425
Tesla Model 3,2019,88596,Automatic,188,Minor Scratches,White,39431
Ford Focus,2021,32752,Manual,260,Clean Title,Gray,27178
Volkswagen Golf,2022,37569,Automatic,258,Clean Title,Blue,36371
Fiat Tipo,2018,63847,Manual,200,Salvage,Black,7248
Honda Civic,2021,46804,Automatic,228,Minor Scratches,Gray,26680
Tesla Model 3,2016,112536,Manual,289,Repaired,White,25868
Ford Focus,2017,110952,Automatic,174,Minor Scratches,Gray,12486
Ford Focus,2016,134955,Manual,253,Salvage,White,4360
Ford Focus,2021,57920,Manual,142,Clean Title,Blue,22725
Honda Civic,2024,12053,Automatic,113,Repaired,Gray,31494
Honda Civic,2020,65690,Automatic,263,Clean Title,Gray,27621
Ford Focus,2016,121878,Automatic,186,Clean Title,Red,12147
Fiat Tipo,2019,70800,Manual,134,Clean Title,White,16497
Tesla Model 3,2016,115794,Automatic,149,Minor Scratches,White,28831
Tesla Model 3,2017,96952,Automatic,175,Salvage,Blue,19162
BMW 3 Series,2015,127260,Manual,176,Salvage,Black,15768
Toyota Corolla,2015,115220,Manual,227,Minor Scratches,White,9835
Toyota Corolla,2017,110984,Automatic,237,Repaired,Gray,12100
Toyota Corolla,2021,53372,Automatic,170,Salvage,Gray,13687
Volkswagen Golf,2019,54090,Manual,108,Salvage,Black,12998
Volkswagen Golf,2021,45816,Manual,140,Clean Title,Black,31051
Toyota Corolla,2022,39531,Automatic,243,Minor Scratches,White,26177
Toyota Corolla,2015,110910,Automatic,270,Repaired,Blue,9858
Ford Focus,2022,29976,Manual,108,Minor Scratches,White,24099
Ford Focus,2020,41645,Manual,205,Repaired,Blue,18215
Volkswagen Golf,2016,118251,Manual,161,Salvage,Black,7694
Ford Focus,2022,32247,Manual,263,Clean Title,Red,27072
Fiat Tipo,2022,30216,Manual,264,Repaired,Black,18876
Honda Civic,2020,62790,Manual,146,Repaired,Black,20416
BMW 3 Series,2024,13772,Automatic,285,Clean Title,Blue,73406
Honda Civic,2017,115312,Manual,269,Clean Title,White,16451
Ford Focus,2022,35310,Automatic,281,Minor Scratches,White,25290
Toyota Corolla,2015,123230,Automatic,161,Repaired,Black,8610
